id,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
time,0.75,1.0,2.0,3.0,4.0,6.0,8.0,10.0,14.0,17.0,21.0,24.0,28.0,28.75,29.0,30.0,31.0,32.0,34.0,36.0,38.0,42.0,45.0,49.0,52.0,56.0,0.75,1.0,2.0,3.0,4.0,6.0,8.0,10.0,14.0,17.0,21.0,24.0,28.0,28.75,29.0,30.0,31.0,32.0,34.0,36.0,38.0,42.0,45.0,49.0,52.0,56.0,0.75,1.0,2.0,3.0,4.0,6.0,8.0,10.0,14.0,17.0,21.0,24.0,28.0,28.75,29.0,30.0,31.0,32.0,34.0,36.0,38.0,42.0,45.0,49.0,52.0,56.0,0.75,1.0,2.0,3.0,4.0,6.0,8.0,10.0,14.0,17.0,21.0,24.0,28.0,28.75,29.0,30.0,31.0,32.0,34.0,36.0,38.0,42.0,45.0,49.0,52.0,56.0,0.75,1.0,2.0,3.0,4.0,6.0,8.0,10.0,14.0,17.0,21.0,24.0,28.0,28.75,29.0,30.0,31.0,32.0,34.0,36.0,38.0,42.0,45.0,49.0,52.0,56.0
Clostridium-hiranonis,108.0,13.0,90.0,112.0,76.0,70.0,20.0,33.0,42.0,48.0,40.0,46.0,42.0,41.0,40.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.0,1536.0,592.0,269.0,108.0,56.0,45.0,57.0,24.0,36.0,21.0,15.0,11.0,15.0,12.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,248.0,168.0,120.0,54.0,214.0,74.0,129.0,79.0,121.0,244.0,99.0,36.0,92.0,84.0,33.0,39.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0,1209.0,578.0,304.0,116.0,43.0,57.0,95.0,88.0,115.0,187.0,90.0,65.0,60.0,31.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,1416.0,1038.0,84.0,101.0,72.0,46.0,55.0,89.0,102.0,115.0,56.0,102.0,57.0,31.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium-difficile,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,103.0,399.0,1903.0,895.0,1720.0,1420.0,1089.0,882.0,816.0,537.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,337.0,2403.0,2571.0,1055.0,1498.0,1028.0,1168.0,501.0,440.0,485.0,144.0,0.0,3.0,1.0,0.0,0.0,2.0,5.0,6.0,0.0,1.0,3.0,2.0,1.0,2.0,16.0,458.0,1660.0,1416.0,1961.0,2994.0,1778.0,1110.0,667.0,664.0,619.0,483.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,21.0,109.0,1129.0,435.0,322.0,1360.0,1888.0,1497.0,1048.0,675.0,393.0,393.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,265.0,2875.0,3204.0,3199.0,2484.0,2598.0,2453.0,1566.0,910.0,629.0,459.0
Proteus-mirabilis,364.0,2023.0,1396.0,811.0,1067.0,1415.0,1166.0,992.0,523.0,430.0,477.0,722.0,616.0,535.0,442.0,930.0,40.0,110.0,403.0,425.0,618.0,1118.0,1120.0,657.0,449.0,509.0,1472.0,827.0,738.0,1082.0,757.0,1010.0,1056.0,872.0,720.0,573.0,684.0,909.0,750.0,1096.0,1064.0,2002.0,619.0,56.0,108.0,62.0,143.0,435.0,725.0,465.0,679.0,254.0,2605.0,1814.0,832.0,650.0,1931.0,3404.0,2999.0,1256.0,1409.0,1191.0,1207.0,606.0,860.0,999.0,775.0,1156.0,168.0,1129.0,587.0,173.0,862.0,801.0,480.0,435.0,472.0,278.0,880.0,606.0,413.0,736.0,1247.0,1065.0,1043.0,887.0,843.0,778.0,937.0,598.0,651.0,715.0,394.0,661.0,231.0,109.0,65.0,154.0,235.0,414.0,601.0,440.0,548.0,407.0,1330.0,1327.0,1092.0,726.0,1271.0,1602.0,1290.0,1375.0,670.0,1093.0,1345.0,1025.0,1490.0,1152.0,727.0,926.0,159.0,20.0,72.0,166.0,105.0,600.0,467.0,520.0,512.0,341.0
Clostridium-scindens,91.0,37.0,291.0,54.0,93.0,265.0,208.0,208.0,121.0,80.0,68.0,134.0,81.0,72.0,90.0,153.0,23.0,73.0,53.0,68.0,79.0,92.0,88.0,122.0,68.0,72.0,236.0,177.0,94.0,60.0,103.0,182.0,327.0,183.0,87.0,262.0,176.0,153.0,154.0,216.0,254.0,255.0,88.0,9.0,87.0,245.0,124.0,189.0,115.0,169.0,99.0,46.0,1266.0,1009.0,324.0,90.0,210.0,746.0,544.0,166.0,151.0,363.0,408.0,150.0,279.0,256.0,106.0,943.0,88.0,120.0,125.0,102.0,132.0,153.0,130.0,118.0,131.0,63.0,223.0,220.0,50.0,123.0,185.0,160.0,132.0,119.0,78.0,122.0,224.0,140.0,160.0,166.0,116.0,330.0,20.0,75.0,67.0,91.0,35.0,104.0,85.0,63.0,80.0,125.0,1065.0,460.0,199.0,98.0,209.0,343.0,195.0,234.0,120.0,255.0,194.0,120.0,154.0,197.0,144.0,493.0,48.0,43.0,22.0,54.0,154.0,329.0,113.0,79.0,75.0,98.0
Ruminococcus-obeum,49.0,3.0,73.0,560.0,717.0,984.0,575.0,1125.0,1425.0,993.0,820.0,1385.0,1105.0,736.0,732.0,402.0,203.0,114.0,2056.0,1655.0,1488.0,1636.0,1267.0,1012.0,1102.0,1276.0,13.0,137.0,875.0,272.0,322.0,971.0,1269.0,1034.0,2218.0,1902.0,1534.0,1247.0,1062.0,1319.0,1260.0,260.0,28.0,2.0,2340.0,2703.0,1452.0,2893.0,1228.0,1160.0,1316.0,753.0,3.0,8.0,834.0,465.0,828.0,2992.0,3278.0,1913.0,2837.0,3848.0,3614.0,2183.0,2326.0,3558.0,1240.0,378.0,3685.0,3719.0,5261.0,2721.0,859.0,1208.0,1085.0,754.0,1374.0,854.0,23.0,194.0,85.0,213.0,497.0,982.0,1578.0,1410.0,1636.0,1724.0,2220.0,1379.0,996.0,1379.0,890.0,433.0,77.0,363.0,947.0,1143.0,829.0,1046.0,1137.0,602.0,1414.0,1542.0,30.0,408.0,1405.0,312.0,754.0,1322.0,1301.0,1931.0,2064.0,3734.0,2338.0,1555.0,1835.0,2094.0,1171.0,210.0,370.0,2.0,4888.0,8381.0,2435.0,3235.0,1791.0,1828.0,2743.0,3213.0
Clostridium-ramosum,355.0,2060.0,2467.0,2344.0,4086.0,6741.0,4315.0,3752.0,4516.0,3399.0,3313.0,4847.0,3906.0,2850.0,2305.0,4694.0,5323.0,12668.0,9118.0,6814.0,8691.0,6284.0,4804.0,4053.0,2041.0,2322.0,2218.0,2137.0,4611.0,2851.0,4840.0,3843.0,3513.0,2967.0,3076.0,4144.0,3962.0,3390.0,3082.0,3587.0,3963.0,4294.0,11501.0,11693.0,5908.0,5932.0,3771.0,3654.0,2498.0,2379.0,3460.0,1601.0,2263.0,3134.0,3005.0,2337.0,5900.0,9896.0,5682.0,2528.0,2543.0,5683.0,6430.0,3618.0,5726.0,5424.0,1765.0,2120.0,10802.0,8535.0,12347.0,6575.0,4166.0,3739.0,3166.0,2844.0,4298.0,3132.0,1757.0,2068.0,2574.0,3486.0,5543.0,3919.0,1997.0,3166.0,3431.0,3288.0,4676.0,3409.0,2589.0,3822.0,2655.0,2060.0,5856.0,5622.0,2682.0,3892.0,4335.0,4087.0,4222.0,2338.0,4718.0,2725.0,3259.0,4548.0,5325.0,3172.0,5956.0,5733.0,2105.0,3524.0,3008.0,5863.0,3943.0,2903.0,2237.0,3585.0,1372.0,2376.0,11838.0,11257.0,7117.0,11313.0,4604.0,6790.0,3496.0,3400.0,2944.0,4758.0
Bacteroides-ovatus,2839.0,4018.0,14342.0,17924.0,16125.0,23999.0,23167.0,24655.0,22629.0,16301.0,12485.0,16946.0,12036.0,10671.0,11752.0,10792.0,7725.0,8986.0,11128.0,7154.0,12503.0,13708.0,14503.0,15862.0,16055.0,17069.0,9107.0,10417.0,16950.0,13119.0,17439.0,14724.0,14823.0,17693.0,21065.0,15416.0,14963.0,12183.0,10215.0,15106.0,15952.0,8445.0,1613.0,2121.0,12025.0,12789.0,11761.0,19390.0,12933.0,13902.0,16176.0,8526.0,9257.0,13880.0,21352.0,11428.0,31768.0,56884.0,48860.0,31378.0,34916.0,31700.0,33257.0,22443.0,23332.0,25352.0,18341.0,14738.0,13209.0,19154.0,25302.0,12503.0,9172.0,10957.0,6926.0,7839.0,13889.0,8913.0,6680.0,9467.0,11525.0,14663.0,18773.0,14725.0,21785.0,15696.0,16210.0,16066.0,23104.0,14275.0,18782.0,17987.0,14713.0,11700.0,9380.0,7376.0,7945.0,7988.0,8720.0,8068.0,11847.0,10787.0,14327.0,12396.0,7454.0,16240.0,22250.0,10575.0,18852.0,22060.0,17997.0,25516.0,18681.0,29824.0,38292.0,18553.0,34647.0,17237.0,22900.0,10280.0,11188.0,11598.0,8986.0,12549.0,11356.0,25989.0,19030.0,21635.0,25954.0,20529.0
Akkermansia-muciniphila,752.0,152.0,1895.0,18500.0,14822.0,17230.0,13242.0,17650.0,14510.0,15508.0,13826.0,20231.0,13484.0,12857.0,12515.0,20237.0,17796.0,5719.0,15254.0,16355.0,19103.0,19938.0,19328.0,25861.0,19214.0,20877.0,1308.0,3164.0,17496.0,13629.0,13268.0,14611.0,19067.0,13729.0,22542.0,20415.0,17990.0,18440.0,14130.0,21586.0,19733.0,17547.0,2768.0,40.0,15.0,26.0,6812.0,52.0,75.0,17952.0,27146.0,9199.0,280.0,1027.0,29314.0,15758.0,25403.0,54775.0,52904.0,25807.0,20145.0,36019.0,45905.0,36968.0,28614.0,36784.0,32452.0,19499.0,7102.0,601.0,240.0,7275.0,18891.0,19833.0,13093.0,19534.0,21270.0,12240.0,721.0,3070.0,12367.0,20262.0,16146.0,12252.0,17951.0,20109.0,21525.0,15924.0,21603.0,16758.0,22367.0,21879.0,16063.0,16441.0,15766.0,12472.0,13608.0,15174.0,16074.0,13138.0,18676.0,19683.0,21787.0,19275.0,813.0,5942.0,27211.0,17139.0,22484.0,25420.0,21199.0,25422.0,18389.0,30665.0,36988.0,25254.0,33251.0,30771.0,31961.0,19677.0,9565.0,34.0,45.0,39.0,34.0,711.0,113.0,27585.0,26511.0,16114.0
Parabacteroides-distasonis,61.0,77.0,60.0,556.0,1161.0,1159.0,1303.0,1748.0,2416.0,2003.0,1579.0,2274.0,1527.0,1393.0,828.0,967.0,62.0,3.0,151.0,634.0,623.0,785.0,1325.0,1534.0,1291.0,1434.0,49.0,37.0,221.0,712.0,621.0,669.0,921.0,1067.0,1149.0,876.0,1152.0,1379.0,1337.0,1709.0,1640.0,902.0,402.0,7.0,0.0,9.0,187.0,714.0,992.0,974.0,1476.0,248.0,51.0,51.0,168.0,576.0,919.0,1620.0,2602.0,1201.0,1951.0,2534.0,2592.0,1419.0,3067.0,3266.0,1565.0,2227.0,110.0,98.0,1495.0,1082.0,1271.0,1875.0,1537.0,1701.0,2971.0,2177.0,65.0,78.0,257.0,652.0,939.0,651.0,872.0,1341.0,1642.0,1443.0,1913.0,1737.0,2515.0,1846.0,1503.0,1162.0,105.0,5.0,2.0,29.0,89.0,115.0,500.0,625.0,988.0,798.0,38.0,76.0,166.0,445.0,878.0,1186.0,1175.0,1469.0,1053.0,2463.0,2184.0,2140.0,2551.0,2085.0,1687.0,422.0,60.0,0.0,0.0,2.0,3.0,705.0,953.0,1004.0,623.0,905.0
Bacteroides-fragilis,1364.0,2376.0,3904.0,4011.0,2381.0,3382.0,6267.0,6108.0,8189.0,5987.0,4338.0,6132.0,4955.0,4567.0,4638.0,9780.0,21277.0,23295.0,11851.0,2274.0,9491.0,7146.0,7139.0,7504.0,6541.0,7089.0,4154.0,3473.0,3038.0,2774.0,3710.0,4935.0,4834.0,5537.0,11308.0,6673.0,5818.0,5277.0,3179.0,4010.0,3778.0,12601.0,15293.0,19095.0,25287.0,15630.0,2939.0,10126.0,3473.0,3353.0,4998.0,2734.0,4399.0,5908.0,7244.0,2445.0,5255.0,20376.0,18565.0,10236.0,14165.0,12736.0,10637.0,5345.0,7918.0,7403.0,5585.0,14183.0,22833.0,33536.0,33571.0,21413.0,6883.0,8526.0,5486.0,5094.0,8670.0,6103.0,2321.0,2364.0,2274.0,2779.0,3781.0,5322.0,6140.0,4639.0,7095.0,7200.0,7209.0,3985.0,3999.0,4111.0,3240.0,5261.0,12069.0,7225.0,3244.0,4379.0,5649.0,5219.0,7040.0,4567.0,5775.0,6545.0,3391.0,4339.0,5116.0,1791.0,3846.0,7295.0,5972.0,9038.0,10437.0,15401.0,8119.0,5698.0,12010.0,6322.0,6260.0,15092.0,26216.0,19915.0,13681.0,8509.0,4892.0,12362.0,7854.0,6723.0,10348.0,7967.0
Bifidobacterium-longum,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Bacteroides-vulgatus,4867.0,5333.0,8863.0,11543.0,8817.0,2928.0,893.0,1498.0,1285.0,2231.0,2536.0,4784.0,3465.0,3286.0,2866.0,3087.0,609.0,18.0,5410.0,11229.0,6477.0,6269.0,4003.0,3526.0,2120.0,2493.0,29335.0,10758.0,5098.0,2942.0,1684.0,1114.0,1323.0,1371.0,1253.0,1936.0,2555.0,3283.0,3291.0,3976.0,4075.0,1391.0,574.0,67.0,499.0,5298.0,7378.0,6186.0,3920.0,3455.0,3935.0,2350.0,28439.0,19666.0,11027.0,4780.0,7097.0,2105.0,4462.0,1734.0,2247.0,4254.0,5916.0,4219.0,5685.0,5629.0,4050.0,3645.0,3113.0,633.0,3038.0,3265.0,3339.0,4903.0,3740.0,2505.0,4560.0,2953.0,18959.0,11633.0,6015.0,4837.0,2780.0,1349.0,2533.0,3779.0,2889.0,2080.0,3806.0,3839.0,4070.0,3428.0,2352.0,2156.0,445.0,4053.0,4785.0,5971.0,5877.0,4927.0,5584.0,4505.0,4592.0,2189.0,20904.0,17861.0,8817.0,2670.0,4706.0,1089.0,1644.0,2266.0,833.0,3184.0,7118.0,4100.0,8617.0,3804.0,4568.0,2852.0,279.0,2620.0,11385.0,15512.0,9271.0,8403.0,5011.0,5569.0,5934.0,4414.0
Enterococcus-faecalis,33.0,605.0,129.0,9.0,9.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,70.0,9.0,57.0,21.0,3.0,24.0,8.0,10.0,7.0,9.0,10.0,155.0,155.0,25.0,4.0,7.0,2.0,3.0,0.0,3.0,0.0,5.0,1.0,2.0,4.0,8.0,297.0,5.0,33.0,17.0,22.0,3.0,10.0,7.0,7.0,4.0,4.0,368.0,202.0,60.0,13.0,5.0,8.0,4.0,4.0,10.0,9.0,6.0,2.0,2.0,7.0,2.0,20.0,14.0,73.0,48.0,65.0,38.0,10.0,5.0,7.0,4.0,4.0,136.0,119.0,26.0,29.0,7.0,2.0,0.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,20.0,11.0,17.0,46.0,5.0,6.0,10.0,9.0,11.0,30.0,104.0,110.0,49.0,7.0,4.0,6.0,1.0,6.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,7.0,19.0,36.0,4.0,14.0,17.0,14.0,6.0,11.0,0.0,6.0
Klebsiella-oxytoca,4496.0,25937.0,10055.0,7509.0,2846.0,1444.0,1386.0,1229.0,896.0,1378.0,717.0,1143.0,1063.0,1174.0,864.0,940.0,778.0,532.0,425.0,1026.0,931.0,852.0,1137.0,1313.0,691.0,915.0,13084.0,6266.0,4257.0,1916.0,866.0,684.0,856.0,572.0,1809.0,1436.0,834.0,1007.0,871.0,1130.0,1154.0,725.0,657.0,177.0,1171.0,1915.0,818.0,1169.0,722.0,925.0,1123.0,234.0,29448.0,23754.0,12772.0,3809.0,3317.0,3990.0,3563.0,1451.0,1092.0,2513.0,2226.0,1870.0,2040.0,2039.0,1393.0,912.0,574.0,377.0,993.0,661.0,792.0,992.0,544.0,891.0,1328.0,785.0,8219.0,6351.0,2580.0,4026.0,1169.0,347.0,670.0,1237.0,1592.0,1312.0,1107.0,1013.0,1463.0,1050.0,658.0,1074.0,680.0,1369.0,642.0,573.0,368.0,269.0,451.0,595.0,775.0,619.0,22068.0,18049.0,8956.0,2748.0,1728.0,1760.0,1461.0,1265.0,925.0,2309.0,2013.0,1216.0,2461.0,1399.0,1519.0,1606.0,1302.0,2301.0,628.0,1137.0,950.0,2182.0,1207.0,1056.0,953.0,696.0
Lactobacillus-reuteri,98.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,33.0,12.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,10.0,855.0,111.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,64.0,9.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,24.0,73.0,22.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Roseburia-hominis,74.0,1.0,1.0,491.0,355.0,1120.0,971.0,908.0,1238.0,1415.0,1212.0,1503.0,1182.0,1469.0,1244.0,508.0,272.0,48.0,1074.0,981.0,1066.0,1272.0,1146.0,1170.0,891.0,1222.0,4.0,2.0,638.0,464.0,422.0,529.0,1431.0,811.0,1287.0,1848.0,1219.0,1162.0,1231.0,1742.0,1886.0,641.0,587.0,37.0,349.0,298.0,1456.0,2405.0,1270.0,1398.0,2015.0,628.0,9.0,2.0,771.0,714.0,584.0,3037.0,1468.0,962.0,1486.0,1886.0,2181.0,1721.0,1806.0,1884.0,2397.0,640.0,121.0,1210.0,1938.0,871.0,915.0,1548.0,1144.0,989.0,2114.0,1205.0,1.0,35.0,528.0,1968.0,1396.0,1011.0,1512.0,2355.0,2708.0,2278.0,2662.0,1835.0,2805.0,2595.0,1207.0,906.0,533.0,1007.0,1363.0,1457.0,1411.0,1846.0,1770.0,1342.0,1389.0,1408.0,5.0,90.0,1515.0,1057.0,1557.0,1367.0,1305.0,1736.0,2462.0,2985.0,2745.0,1531.0,2388.0,3041.0,1687.0,874.0,437.0,19.0,637.0,1024.0,1428.0,3043.0,1579.0,1926.0,2145.0,1740.0
Escherichia-coli,1979.0,5242.0,3400.0,1577.0,1025.0,1806.0,1363.0,2136.0,3572.0,3013.0,1967.0,1958.0,1131.0,1234.0,997.0,7748.0,5168.0,7282.0,3773.0,1532.0,923.0,447.0,602.0,1579.0,1277.0,1550.0,2783.0,1631.0,1164.0,1101.0,981.0,1078.0,1701.0,1724.0,3844.0,2616.0,2012.0,1361.0,647.0,856.0,722.0,17522.0,4362.0,12677.0,6415.0,1517.0,1234.0,2149.0,1213.0,1434.0,2476.0,605.0,7934.0,4541.0,1894.0,1061.0,2736.0,4202.0,4505.0,3560.0,4673.0,7281.0,6016.0,4079.0,5360.0,4037.0,2712.0,10290.0,12256.0,13754.0,12654.0,4483.0,734.0,738.0,630.0,1500.0,1474.0,1015.0,1749.0,1956.0,833.0,1917.0,1360.0,913.0,2088.0,2508.0,2679.0,2113.0,3186.0,2229.0,3205.0,2668.0,1521.0,2987.0,4997.0,3263.0,2358.0,2691.0,1733.0,1226.0,921.0,1415.0,1514.0,1611.0,2938.0,2794.0,2651.0,997.0,2315.0,2639.0,1972.0,3347.0,3513.0,6160.0,4164.0,2755.0,4796.0,3221.0,2750.0,6120.0,6407.0,12742.0,8816.0,7198.0,2079.0,5366.0,2793.0,2431.0,2019.0,1683.0
